Accession,Description,Genome Length (KB),molGC (%),Genus,Sub-family,Family,Host,Genome composition,Phage Species
CAKLQF020000027,Acinetobacter phage MD-2021a,54,37,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_2821
MW176033,Acinetobacter phage Effie,54,37,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_2881
OQ101259,Acinetobacter phage Acba_18,54,40,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_1846
MZ514874,Acinetobacter phage Ab105-2phideltaCI404ad,53,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_2098
PP532882,Acinetobacter phage Abau_Attikon1,53,40,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_2937
MH115576,Acinetobacter phage AM106,52,40,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3103
OQ101258,Acinetobacter phage Acba_16,52,40,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_2180
PP898111,Acinetobacter phage phi9102,52,38,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3083
MT361972,Acinetobacter phage Ab11510-phi,51,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3249
MZ675741,Acinetobacter phage Ab1656-2,51,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3245
OQ101250,Acinetobacter phage Acba_1,51,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3278
OR246918,Acinetobacter phage HFM1,51,40,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3187
CAKLQA020000001,Acinetobacter phage MD-2021a,50,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3351
MN923124,Acinetobacter phage LAPP1,50,49,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3464
ON531988,Acinetobacter phage TCUAN1,50,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3465
OR180312,Acinetobacter phage A1626.2,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3344
OR180313,Acinetobacter phage A2490.3,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3344
OR180314,Acinetobacter phage A3926.3,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3344
PP236949,Acinetobacter phage vB_AbaS_SA1,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3370
PP236951,Acinetobacter phage vB_AbaS_Eva,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3370
PP294865,Acinetobacter phage vB_AbaS_Gln,50,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3370
ON391949,Acinetobacter phage YC#06,49,40,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3604
KP861230,Acinetobacter phage YMC11/11/R3177,48,40,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3832
CAKLQA020000002,Acinetobacter phage MD-2021a,48,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3813
NC_041866,Acinetobacter phage YMC11/11/R3177,48,40,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3832
PP236950,Acinetobacter phage vB_AbaS_Ftm,48,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3370
OP291336,Acinetobacter phage AIIMS-AbE5-RC,47,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_3988
OQ101252,Acinetobacter phage Aclw_8,47,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3278
OR045355,Acinetobacter phage Ab31,47,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3989
OR045357,Acinetobacter phage Ab59,47,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3989
OR045358,Acinetobacter phage Ab65,47,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3989
OZ038342,Acinetobacter phage vB_AbaS_Silvergun,47,53,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3940
HE806280,Acinetobacter phage AP22,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4012
KY829116,Acinetobacter phage WCHABP1,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4110
MH853788,Acinetobacter phage vB_AbaM_IME512,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3995
MZ712044,Acinetobacter phage BUCT629,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3995
NC_017984,Acinetobacter phage AP22,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4012
NC_041966,Acinetobacter phage WCHABP1,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4110
OQ689089,Acinetobacter phage P1068,46,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4088
OR126895,Acinetobacter phage NJ02,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3995
OR730450,Acinetobacter phage HZY2308,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4144
OR544125,Acinetobacter phage vB_AbaM_AB4P2,46,46,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4153
PP977194,Acinetobacter phage vB_AbaM-SPB,46,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4175
HM368260,Acinetobacter phage AB1,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4284
JX403940,Acinetobacter phage YMC/09/02/B1251,45,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3604
KJ817802,Acinetobacter phage YMC-13-01-C62,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
KP861229,Acinetobacter phage YMC11/12/R2315,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
KP861231,Acinetobacter phage YMC11/12/R1215,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
KU510289,Acinetobacter phage LZ35,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4377
KY670595,Acinetobacter phage WCHABP12,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4110
MF346584,Acinetobacter phage AbP2,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4221
MH853786,Acinetobacter phage vB_AbaM_IME285,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4310
MN166083,Acinetobacter phage Abp9,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4088
MN516422,Acinetobacter phage Bphi-R1888,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
MZ593728,Acinetobacter phage BUCT628,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4353
NC_019541,Acinetobacter phage YMC/09/02/B1251,45,39,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3604
NC_024785,Acinetobacter phage YMC-13-01-C62,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
NC_028855,Acinetobacter phage YMC11/12/R2315,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
NC_031117,Acinetobacter phage LZ35,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4377
NC_041924,Acinetobacter phage WCHABP12,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4110
NC_041998,Acinetobacter phage AbP2,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4221
NC_042028,Acinetobacter phage AB1,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4284
OM471864,Acinetobacter phage Cato,45,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4272
ON036882,Acinetobacter phage Brutus,45,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4357
ON036883,Acinetobacter phage Scipio,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4473
ON237674,Acinetobacter phage Arbor,45,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4221
OQ031491,Acinetobacter phage MRostami-2023a,45,31,Vieuvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4335
OQ547903,Acinetobacter phage XC1,45,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4232
OR045356,Acinetobacter phage Ab69,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_3989
OR180306,Acinetobacter phage P115,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
OR180308,Acinetobacter phage P711,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
OR180309,Acinetobacter phage A2.1,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
OR180310,Acinetobacter phage A832.1,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
OR526523,Acinetobacter phage vB_AbaM_AB3P2,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4399
OR791279,Acinetobacter phage vB_ApiM_IME-Ap7,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4319
PP171454,Acinetobacter phage vB_AbaM_fThrA,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4347
OZ038341,Acinetobacter phage vB_AbaM_Highwayman,45,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4320
PP717790,Acinetobacter phage VB_AB_Acb75,45,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4195
PP841134,Acinetobacter phage vB_Ab_02_KEN_02,45,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4215
PP841135,Acinetobacter phage vB_Ab_1137_KEN_04,45,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4215
PP844715,Acinetobacter phage vB_AbaM-SPA,45,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4298
MT783706,Acinetobacter phage Aristophanes,44,43,Unclassified,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_4902
JX976549,Acinetobacter phage vB_AbaM-IME-AB2,44,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4833
MH853787,Acinetobacter phage vB_AbaM_IME284,44,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4884
MN516421,Acinetobacter phage Bphi-R2919,44,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4387
NC_041857,Acinetobacter phage vB_AbaM-IME-AB2,44,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4833
OL743187,Acinetobacter phage vB_AbM_WUPSU,44,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4626
ON480525,Acinetobacter phage SHI,44,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4649
OP585104,Acinetobacter phage vB_AbaM_BP10,44,37,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4545
OQ221563,Acinetobacter phage NJ01,44,55,Dhillonvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4533
OQ828462,Acinetobacter phage AB_SZL4,44,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4088
PP841127,Acinetobacter phage vB_Ab_01_KEN_01,44,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4892
PP841129,Acinetobacter phage vB_Ab_01_KEN_02,44,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4892
PP965501,Acinetobacter phage AB_SZL3,44,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4088
KF811200,Acinetobacter phage IMEAB3,43,45,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
KJ473423,Acinetobacter phage vB_AbaP_Acibel007,43,41,Daemvirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5233
MK411820,Acinetobacter phage vB_AbaS_D0,43,45,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
CAKLQB020000001,Acinetobacter phage MD-2021b,43,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5261
CAKLQG020000001,Acinetobacter phage MD-2021b,43,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5261
JX560521,Acinetobacter phage phiAC-1,43,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5008
MW151244,Acinetobacter phage Ab_SZ3,43,46,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
MG674163,Acinetobacter phage SH-Ab 15497,43,48,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4941
MZ618622,Acinetobacter phage Abp95,43,38,Obolenskvirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5028
MK340941,Acinetobacter phage AbTJ,43,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5226
NC_023590,Acinetobacter phage IMEAB3,43,45,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
NC_025457,Acinetobacter phage vB_AbaP_Acibel007,43,41,Daemvirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5233
MT349887,Acinetobacter phage 5W,43,40,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5099
MT992243,Acinetobacter phage DMU1,43,48,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4905
MW176032,Acinetobacter phage Barton,43,48,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5094
MW176034,Acinetobacter phage JeffCo,43,48,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_4983
MW590698,Acinetobacter phage 53,43,47,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5009
NC_028995,Acinetobacter phage phiAC-1,43,38,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5008
OQ101251,Acinetobacter phage Acba_6,43,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5186
OQ503491,Acinetobacter phage vB_AbaA_LLY,43,54,Drulisvirus,Slopekvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5141
PP146379,Acinetobacter phage vB_AbaSi_W9,43,46,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
OR348818,Acinetobacter phage Scuro,43,47,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5283
OR994999,Acinetobacter phage pB23,43,47,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5009
PP982639,Acinetobacter phage AB_SZL7,43,46,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5082
HQ186308,Acinetobacter phage phiAB1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5261
JX658790,Acinetobacter phage Abp1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
KR149290,Acinetobacter phage Fri1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5540
KT388102,Acinetobacter phage vB_AbaP_PD-6A3,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5635
KY268296,Acinetobacter phage vB_AbaP_AS11,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5602
MF033349,Acinetobacter phage vB_AbaP_B5,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5618
MF033351,Acinetobacter phage vB_ApiP_P2,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5186
MG459218,Acinetobacter phage SWH-Ab-1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
MG599035,Acinetobacter phage SWH-Ab-3,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
MH763831,Acinetobacter phage vB_AbaP_B09_Aci08,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5435
MH800200,Acinetobacter phage vB_AbaP_46-62_Aci07,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5339
MK089780,Acinetobacter phage vB_AbaP_APK14,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5558
MK257721,Acinetobacter phage vB_AbaP_APK93,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
MK257723,Acinetobacter phage vB_AbaP_APK37,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5468
MN433707,Acinetobacter phage vB_AbaP_PMK34,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5516
MN604239,Acinetobacter phage vB_AbaP_APK87,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5317
MN807295,Acinetobacter phage vB_AbaP_APK116,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5559
MT741944,Acinetobacter phage vB_AbaP_APK81,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
MW056502,Acinetobacter virus fBenAci002,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5476
MW366783,Acinetobacter phage Pipo,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5474
MW459163,Acinetobacter phage vB_AbaP_APK128,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5455
MW926912,Acinetobacter phage vB_AbaP_100,42,40,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5569
MG366114,Acinetobacter phage PBAB08,42,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5349
MZ593174,Acinetobacter phage vB_Api_3043-K38,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5502
MZ936316,Acinetobacter phage APK20,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5334
NC_021316,Acinetobacter phage Abp1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
NC_028675,Acinetobacter phage phiAB1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5261
NC_028684,Acinetobacter phage vB_AbaP_PD-6A3,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5635
NC_028848,Acinetobacter phage Fri1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5540
NC_041915,Acinetobacter phage vB_AbaP_AS11,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5602
NC_042005,Acinetobacter phage vB_AbaP_B5,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5618
NC_042007,Acinetobacter phage vB_ApiP_P2,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5186
NC_047883,Acinetobacter phage SWH-Ab-3,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
NC_047896,Acinetobacter phage SWH-Ab-1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
NC_048076,Acinetobacter phage vB_AbaP_46-62_Aci07,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5339
NC_048081,Acinetobacter phage vB_AbaP_B09_Aci08,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5435
OL770263,Acinetobacter phage AbTP3phi1,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5421
OL964948,Acinetobacter phage vB_AbaP_PE21,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5602
ON531987,Acinetobacter phage TCUAN2,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5534
OP171942,Acinetobacter phage AbpL,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
OQ451773,Acinetobacter phage vB_AP_P1489,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5501
OQ730192,Acinetobacter phage pB3074,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
OZ038330,Acinetobacter phage vB_AbaP_Dino,42,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5377
OZ038331,Acinetobacter phage vB_AbaP_Tama,42,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5606
OZ038333,Acinetobacter phage vB_AbaP_Margaret,42,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5587
PP841131,Acinetobacter phage vB_Ab_1137_KEN_03,42,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5313
PP965502,Acinetobacter phage AB_SZL2,41,39,Unclassified,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5390
KF669656,Acinetobacter phage Petty,41,42,Pettyvirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5966
KT339321,Acinetobacter phage phiAB6,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5261
KT388103,Acinetobacter phage vB_AbaP_PD-AB9,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5635
KT804908,Acinetobacter phage IME-200,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
KY268295,Acinetobacter phage vB_AbaP_AS12,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5691
LN890663,Acinetobacter phage Loki,41,44,Lokivirus,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5729
MF033347,Acinetobacter phage vB_AbaP_B1,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5618
MF033348,Acinetobacter phage vB_AbaP_B3,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_6014
MF033350,Acinetobacter phage vB_ApiP_P1,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5502
MK257719,Acinetobacter phage vB_AbaP_APK2,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
MK257720,Acinetobacter phage vB_AbaP_APK2-2,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
MK257722,Acinetobacter phage vB_AbaP_APK32,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5806
MK278859,Acinetobacter phage AbKT21phiIII,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5377
MN061582,Acinetobacter phage vB_AbaP_IME546,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5569
MN294712,Acinetobacter phage vB_AbaP_APK48,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5818
MN395291,Acinetobacter phage vB_AbaP_IME546,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5569
MN604238,Acinetobacter phage vB_AbaP_APK44,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5674
MN614471,Acinetobacter phage vB_AbaP_APK48-3,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5779
MN651570,Acinetobacter phage vB_AbaP_APK89,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5778
MT263719,Acinetobacter virus vB_AbaP_AGC01,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_5587
KT588074,Acinetobacter phage Ab105-1phi,41,39,Unclassified,Unclassified,Unclassified,Acinetobacter,dsDNA,vOTU_5226
MW056501,Acinetobacter virus fBenAci001,41,39,Friunavirus,Beijerinckvirinae,Autographiviridae,Acinetobacter,dsDNA,vOTU_6050
